dataset,family,severity,n_series,clamped_frac,clamped_lo_frac,clamped_hi_frac,series_any_clamped,scale_mean,nominal_p99,nominal_max,realized_p99,realized_max
monash_cif_2016,drift_step,8.0,72,0.0,0.0,0.0,0.0,56486972.568195134,1.7350954529311922,1.760119663344489,1.7350954529311922,1.760119663344489
monash_cif_2016,drift_step,12.0,72,0.0,0.0,0.0,0.0,53609370.25426973,1.8313305742210813,1.8586089180575476,1.8313305742210813,1.8586089180575476
monash_cif_2016,drift_step,16.0,72,0.0,0.0,0.0,0.0,67516234.96676074,1.9836801654762692,2.002333546678225,1.9836801654762692,2.002333546678225
monash_cif_2016,drift_step,20.0,72,0.0,0.0,0.0,0.0,75206924.80012983,2.147554785013199,2.1610713452100754,2.147554785013199,2.1610713452100754
monash_cif_2016,gap,0.05,72,0.0,0.0,0.0,0.0,38450882.71486427,1.4291882266600926,1.463802907201979,1.4291882266600926,1.463802907201979
monash_cif_2016,gap,0.1,72,0.0,0.0,0.0,0.0,39489409.65746667,1.4328181429041758,1.4672825617922678,1.4328181429041758,1.4672825617922678
monash_cif_2016,gap,0.15,72,0.0,0.0,0.0,0.0,37907374.84540838,1.4249220689137776,1.4556694196330175,1.4249220689137776,1.4556694196330175
monash_cif_2016,gap,0.2,72,0.0,0.0,0.0,0.0,37549930.58992012,1.4232276181379955,1.4547014468246036,1.4232276181379955,1.4547014468246036
monash_cif_2016,gap,0.3,72,0.0,0.0,0.0,0.0,37178311.63770794,1.423555827803082,1.4521909405787785,1.423555827803082,1.4521909405787785
monash_cif_2016,gap,0.4,72,0.0,0.0,0.0,0.0,38218888.0386823,1.468935125403934,1.4974397304985259,1.468935125403934,1.4974397304985259
monash_cif_2016,gap,0.5,72,0.0,0.0,0.0,0.0,35688213.30737809,1.3746607386403613,1.396365190545718,1.3746607386403613,1.396365190545718
monash_cif_2016,gap,0.6,72,0.0,0.0,0.0,0.0,37289399.04181913,1.3378944479756885,1.357020025451978,1.3378944479756885,1.357020025451978
monash_cif_2016,gap,0.7,72,0.0,0.0,0.0,0.0,41985384.29946648,1.3827516966395907,1.3993177976873186,1.3827516966395907,1.3993177976873186
monash_cif_2016,gap_boundary,0.05,72,0.0,0.0,0.0,0.0,38484378.90833545,1.4238583197196324,1.4587450093693204,1.4238583197196324,1.4587450093693204
monash_cif_2016,gap_boundary,0.1,72,0.0,0.0,0.0,0.0,38278584.533687875,1.4186811645825703,1.4522621813747618,1.4186811645825703,1.4522621813747618
monash_cif_2016,gap_boundary,0.15,72,0.0,0.0,0.0,0.0,37947202.36108554,1.410815684331788,1.4480965336163838,1.410815684331788,1.4480965336163838
monash_cif_2016,gap_boundary,0.2,72,0.0,0.0,0.0,0.0,37539650.5082195,1.3925998244020674,1.4225059731139078,1.3925998244020674,1.4225059731139078
monash_cif_2016,gap_boundary,0.3,72,0.0,0.0,0.0,0.0,36753218.095932335,1.374352890584204,1.4040068901247449,1.374352890584204,1.4040068901247449
monash_cif_2016,gap_boundary,0.4,72,0.0,0.0,0.0,0.0,35716726.7764985,1.3633536497751872,1.3891569061411753,1.3633536497751872,1.3891569061411753
monash_cif_2016,gap_boundary,0.5,72,0.0,0.0,0.0,0.0,34798968.34122035,1.3322942670848634,1.3542789369821548,1.3322942670848634,1.3542789369821548
monash_cif_2016,gap_boundary,0.6,72,0.0,0.0,0.0,0.0,33937547.931367576,1.290945041510794,1.314908332294888,1.290945041510794,1.314908332294888
