dataset,family,severity,model,MASE,WQL,MASE_degr,WQL_degr,n,K
monash_m1_monthly,spikes_intensity,20.0,C2-uni,1.0533037934245626,0.34107742052992795,0.9903940146340607,0.8813469229639849,100,10
monash_m1_monthly,spikes_intensity,20.0,T5,1.2118492814184687,0.22258128620894077,1.1342539275540693,0.9659328303940954,100,10
monash_m1_monthly,spikes_intensity,20.0,C2-CL,0.9852909588757809,0.31717400332581697,0.9994197214661202,1.0925703203625654,100,10
monash_m1_monthly,spikes_density,0.2,C2-uni,1.7972511814161742,0.449545928339622,1.6899082904480736,1.1616304593178095,100,10
monash_m1_monthly,spikes_density,0.2,T5,1.437439696597927,0.3270427679799954,1.3453996684966643,1.4192628316393792,100,10
monash_m1_monthly,spikes_density,0.2,C2-CL,1.7574503874408423,0.4615715527573914,1.7826516734820572,1.5899770283138508,100,10
monash_m1_monthly,drift,12.0,C2-uni,19.996490556780866,4.4301949565905865,18.802177192140412,11.447661023867374,100,10
monash_m1_monthly,drift,12.0,T5,17.66309999638646,2.735128685498786,16.532122311638716,11.869598912263815,100,10
monash_m1_monthly,drift,12.0,C2-CL,19.23047769641338,4.109979762285824,19.506236700821027,14.157660648346,100,10
monash_m1_monthly,drift_step,12.0,C2-uni,1.09477340398499,0.5727695144553205,1.029386805075572,1.4800412420982227,100,10
monash_m1_monthly,drift_step,12.0,T5,1.3011117799836116,0.25451222238614424,1.217800900872644,1.104503058305468,100,10
monash_m1_monthly,drift_step,12.0,C2-CL,1.1906554433373304,0.427761872495159,1.2077290680714932,1.4735127128020995,100,10
monash_m1_monthly,gap,0.4,C2-uni,1.1571318240354194,0.3082559369423055,1.0880207968693223,0.7965359333589848,100,10
monash_m1_monthly,gap,0.4,T5,1.2907509020675147,0.26005253432980474,1.2081034354786921,1.128546270958946,100,10
monash_m1_monthly,gap,0.4,C2-CL,1.0755434555668748,0.34264330652577657,1.0909664105858028,1.180304511894038,100,10
monash_m1_monthly,gap_boundary,0.4,C2-uni,1.6769576506362358,0.24765606943909044,1.5767994289520937,0.6399453661118123,100,10
monash_m1_monthly,gap_boundary,0.4,T5,2.143825591398423,0.27403949156529434,2.006555298847354,1.1892452696087925,100,10
monash_m1_monthly,gap_boundary,0.4,C2-CL,1.5471653030979715,0.24646882012895707,1.569351167140024,0.8490119459477126,100,10
monash_m1_quarterly,spikes_intensity,20.0,C2-uni,1.4582440471952836,0.30376072659745923,1.3202188191063082,1.0925300995053215,100,10
monash_m1_quarterly,spikes_intensity,20.0,T5,1.2315133987898945,0.3053818039846686,0.9271676539982247,1.0055821578590876,100,10
monash_m1_quarterly,spikes_intensity,20.0,C2-CL,1.5747093913458472,0.3215266674819246,1.3345804319484509,1.1280079618874312,100,10
monash_m1_quarterly,spikes_density,0.2,C2-uni,2.2855051045441046,0.4272504096463352,2.069178239394233,1.5366829602800416,100,10
monash_m1_quarterly,spikes_density,0.2,T5,1.4714304296266547,0.3380344540409389,1.107793630827803,1.113103044418034,100,10
monash_m1_quarterly,spikes_density,0.2,C2-CL,1.9297153791051156,0.40527594507841613,1.6354512129902308,1.421824498696074,100,10
monash_m1_quarterly,drift,12.0,C2-uni,20.384360183367377,2.49658828798024,18.454946537435774,8.9794289118404,100,10
monash_m1_quarterly,drift,12.0,T5,19.11060118559093,2.365419509965893,14.387769784032193,7.789015665101332,100,10
monash_m1_quarterly,drift,12.0,C2-CL,20.17993419613141,2.493528807513048,17.102676496484715,8.748015740338284,100,10
monash_m1_quarterly,drift_step,12.0,C2-uni,1.8239589258988438,0.3149068294005955,1.6513181753630752,1.1326190634112596,100,10
monash_m1_quarterly,drift_step,12.0,T5,1.433410683448292,0.31221616746031366,1.0791697612828688,1.028086818849883,100,10
monash_m1_quarterly,drift_step,12.0,C2-CL,1.720547724319875,0.3990902303968947,1.4581797363564688,1.4001232337112264,100,10
monash_m1_quarterly,gap,0.4,C2-uni,1.474272176676474,0.32454090811013275,1.3347298594337758,1.1672697606527143,100,10
monash_m1_quarterly,gap,0.4,T5,1.3544141312357454,0.3151519307483449,1.0196957449539965,1.037753901641398,100,10
monash_m1_quarterly,gap,0.4,C2-CL,1.4966831404531142,0.3906366998662022,1.2684524795833838,1.3704658189177377,100,10
monash_m1_quarterly,gap_boundary,0.4,C2-uni,3.413236521895206,0.4506566479772147,3.0901679996116265,1.6208677071995106,100,10
monash_m1_quarterly,gap_boundary,0.4,T5,4.067484060916389,0.5657066230327871,3.062280652521282,1.862797584145016,100,10
monash_m1_quarterly,gap_boundary,0.4,C2-CL,3.1898957362712013,0.413430534303572,2.7034654476435747,1.4504331414688056,100,10
monash_m1_yearly,spikes_intensity,20.0,C2-uni,5.137699278567779,0.054816239315499636,1.1381092648920237,1.0765244403882341,100,10
monash_m1_yearly,spikes_intensity,20.0,T5,5.64222599077529,0.05643245069440904,1.1253116781355585,0.7751654312527729,100,10
monash_m1_yearly,spikes_intensity,20.0,C2-CL,4.672708925054295,0.0863500474826146,1.1467101468356182,1.7419337872821068,100,10
monash_m1_yearly,spikes_density,0.2,C2-uni,10.731091298975356,0.2804743465196478,2.3771641288375793,5.50817591101958,100,10
monash_m1_yearly,spikes_density,0.2,T5,5.86092165815767,0.06888148614135786,1.168929354716646,0.9461674312043931,100,10
monash_m1_yearly,spikes_density,0.2,C2-CL,11.5406180953248,0.22740983346845767,2.832135295161773,4.587523504936805,100,10
monash_m1_yearly,drift,12.0,C2-uni,52.95350198096021,2.750967247385144,11.730322844004478,54.02565943045777,100,10
monash_m1_yearly,drift,12.0,T5,50.13254663243733,2.663272838082845,9.998667240977587,36.58315406601365,100,10
monash_m1_yearly,drift,12.0,C2-CL,51.99541478749488,2.7025922306682664,12.759979421370513,54.51921402585226,100,10
monash_m1_yearly,drift_step,12.0,C2-uni,8.97543604731287,0.07962334475133787,1.9882492859216614,1.5637058966581927,100,10
monash_m1_yearly,drift_step,12.0,T5,5.917599283635354,0.07591006336402911,1.1802334027897485,1.0427131248055599,100,10
monash_m1_yearly,drift_step,12.0,C2-CL,7.9893491888298795,0.12630764545907425,1.960633099211864,2.547995764119397,100,10
monash_m1_yearly,gap,0.4,C2-uni,4.4676109861342495,0.057830136158264635,0.9896705080547662,1.135713718101564,100,10
monash_m1_yearly,gap,0.4,T5,5.442781631476093,0.07863059892642303,1.0855335715824725,1.080082849077884,100,10
monash_m1_yearly,gap,0.4,C2-CL,4.160032881046858,0.06103762312514796,1.020896441952205,1.2313079276359828,100,10
monash_m1_yearly,gap_boundary,0.4,C2-uni,11.612291969490848,0.4316787876960026,2.572368751172408,8.477647703579514,100,10
monash_m1_yearly,gap_boundary,0.4,T5,13.202072618902212,0.678393697006256,2.6330824957975416,9.318527482470593,100,10
monash_m1_yearly,gap_boundary,0.4,C2-CL,12.436340112605446,0.5182289362196819,3.0519507260893155,10.454197998328587,100,10
monash_m3_monthly,spikes_intensity,20.0,C2-uni,1.2192208448191886,0.11771840324007393,1.5740704323347023,1.3524454763296685,100,10
monash_m3_monthly,spikes_intensity,20.0,T5,0.9301055634464935,0.0939812237788789,1.1388578960911286,1.032509613622827,100,10
monash_m3_monthly,spikes_intensity,20.0,C2-CL,1.0262402044744088,0.10925678658427573,1.2215797819268426,1.1974068048447282,100,10
monash_m3_monthly,spikes_density,0.2,C2-uni,2.02053074873857,0.2631017941608371,2.608598534651977,3.022729000166315,100,10
monash_m3_monthly,spikes_density,0.2,T5,1.37762884873018,0.13889108224609237,1.6868230380707236,1.5259045573079448,100,10
monash_m3_monthly,spikes_density,0.2,C2-CL,2.7706462007619006,0.2786734745965186,3.2980245433441873,3.0541399325725727,100,10
monash_m3_monthly,drift,12.0,C2-uni,23.739018249795603,2.5157773013778826,30.648169179882,28.903311097097088,100,10
monash_m3_monthly,drift,12.0,T5,23.200472430763774,2.301436152309058,28.407572494151466,25.284358479829294,100,10
monash_m3_monthly,drift,12.0,C2-CL,23.6289079865141,2.4703873222105823,28.126549846211095,27.074369315588328,100,10
monash_m3_monthly,drift_step,12.0,C2-uni,4.876960460871476,0.2591963014467089,6.296381245238364,2.9778594996576375,100,10
monash_m3_monthly,drift_step,12.0,T5,4.533389405042415,0.2495645054122665,5.5508605935625335,2.741800337304195,100,10
