seed,dataset,model,family,severity,MASE,WQL,n_series
0,dominick,chronos-2,regime_trend,16.0,39.717253589889154,11.937758146683247,100
0,dominick,chronos-t5,regime_trend,16.0,38.280307844343106,11.563546607107146,100
0,dominick,chronos-2,regime_trend,20.0,49.552319822338944,14.899599769652395,100
0,dominick,chronos-t5,regime_trend,20.0,47.448523295450414,14.281680157417428,100
0,ercot,chronos-2,clean,0.0,0.8417995516641943,0.02604302222263971,8
0,ercot,chronos-t5,clean,0.0,0.5921761197102479,0.016429956422712208,8
0,ercot,chronos-2,regime_trend,0.5,2.262410156615092,0.06159822455838028,8
0,ercot,chronos-t5,regime_trend,0.5,2.085562612373747,0.0639453627366316,8
0,ercot,chronos-2,regime_trend,1.0,4.217083775429681,0.11627978377334086,8
0,ercot,chronos-t5,regime_trend,1.0,4.234657277088955,0.1385739433821637,8
0,ercot,chronos-2,regime_trend,2.0,9.218664227479572,0.3221073253209974,8
0,ercot,chronos-t5,regime_trend,2.0,8.693466953281252,0.3046838217467928,8
0,ercot,chronos-2,regime_trend,4.0,16.66924395608233,0.5648019466668601,8
0,ercot,chronos-t5,regime_trend,4.0,16.94708430803427,0.5887956774986648,8
0,ercot,chronos-2,regime_trend,8.0,34.413607295386136,1.1773543323646654,8
0,ercot,chronos-t5,regime_trend,8.0,34.90318920440183,1.2000695709435372,8
0,ercot,chronos-2,regime_trend,12.0,51.528416417919324,1.7834249666812216,8
0,ercot,chronos-t5,regime_trend,12.0,51.70473327606286,1.7993507621505564,8
0,ercot,chronos-2,regime_trend,16.0,69.34365004811009,2.411018784003621,8
0,ercot,chronos-t5,regime_trend,16.0,69.32491200780872,2.413102636551196,8
0,ercot,chronos-2,regime_trend,20.0,86.85759939769008,3.0296622961018844,8
0,ercot,chronos-t5,regime_trend,20.0,86.75050636908217,3.021010795107007,8
0,exchange_rate,chronos-2,clean,0.0,1.816427573959804,0.011831282159531213,8
0,exchange_rate,chronos-t5,clean,0.0,1.9953892153692887,0.012882097841430835,8
0,exchange_rate,chronos-2,regime_trend,0.5,16.943310513999084,0.0835943073022995,8
0,exchange_rate,chronos-t5,regime_trend,0.5,17.48078223921408,0.08476774672047883,8
0,exchange_rate,chronos-2,regime_trend,1.0,33.075866936717674,0.14884092984948694,8
0,exchange_rate,chronos-t5,regime_trend,1.0,33.573729454886994,0.15068155257600713,8
0,exchange_rate,chronos-2,regime_trend,2.0,66.39658220983416,0.30279155823694365,8
0,exchange_rate,chronos-t5,regime_trend,2.0,66.79662202658007,0.305569886056521,8
0,exchange_rate,chronos-2,regime_trend,4.0,130.86397572030162,0.6228335710967955,8
0,exchange_rate,chronos-t5,regime_trend,4.0,132.44676872596386,0.6301193444716783,8
0,exchange_rate,chronos-2,regime_trend,8.0,262.7182151305212,1.2704977743762464,8
0,exchange_rate,chronos-t5,regime_trend,8.0,268.7571069134821,1.2897034195745667,8
0,exchange_rate,chronos-2,regime_trend,12.0,399.5002750104425,1.906546204224204,8
0,exchange_rate,chronos-t5,regime_trend,12.0,402.8454404585422,1.937086617057452,8
0,exchange_rate,chronos-2,regime_trend,16.0,526.8737717472518,2.54879499278036,8
0,exchange_rate,chronos-t5,regime_trend,16.0,538.1961771960015,2.5887493533510346,8
0,exchange_rate,chronos-2,regime_trend,20.0,658.8943721234706,3.1741386524305617,8
0,exchange_rate,chronos-t5,regime_trend,20.0,673.9235858001542,3.245112867793162,8
0,monash_fred_md,chronos-2,clean,0.0,0.4532046285633289,0.02010413991667694,100
0,monash_fred_md,chronos-t5,clean,0.0,0.4444821362323673,0.016194905629114045,100
0,monash_fred_md,chronos-2,regime_trend,0.5,5.248267567010697,0.1117241673122066,100
0,monash_fred_md,chronos-t5,regime_trend,0.5,5.2358926891252064,0.11725003529503862,100
0,monash_fred_md,chronos-2,regime_trend,1.0,10.381782514249183,0.21032128698350894,100
0,monash_fred_md,chronos-t5,regime_trend,1.0,10.381142054238097,0.21720597548670548,100
0,monash_fred_md,chronos-2,regime_trend,2.0,20.804667192350863,0.41954915333687326,100
0,monash_fred_md,chronos-t5,regime_trend,2.0,20.832940810134858,0.4186785798967327,100
0,monash_fred_md,chronos-2,regime_trend,4.0,41.70276137998879,0.8329648625431892,100
0,monash_fred_md,chronos-t5,regime_trend,4.0,41.62974511725706,0.8356431770886219,100
0,monash_fred_md,chronos-2,regime_trend,8.0,83.38340096609643,1.6517713693510685,100
0,monash_fred_md,chronos-t5,regime_trend,8.0,83.49236472811195,1.6478868489593146,100
