dataset,w_c2,w_t5,ratio_t5_over_c2
monash_m1_quarterly,1.2695312,0.71448684,0.56279576
monash_m1_quarterly,3.9345703,2.6892488,0.68349236
monash_m1_quarterly,0.08105469,0.076655254,0.94572264
monash_m1_quarterly,75.72266,28.677498,0.37871754
monash_m1_quarterly,8.6328125,5.652137,0.65472716
monash_m1_quarterly,5.625,5.8771296,1.044823
monash_m1_quarterly,74.6875,26.268822,0.35171643
monash_m1_quarterly,129.75,114.30815,0.8809877
monash_m1_quarterly,1.1875,1.1250372,0.94739974
monash_m1_quarterly,9.125,5.844864,0.64053303
monash_m1_quarterly,37.0625,20.742933,0.55967444
monash_m1_quarterly,3.8984375,2.5374124,0.6508793
monash_m1_yearly,367616.0,179334.8,0.48783186
monash_m1_yearly,292010.66,124385.02,0.42596057
monash_m1_yearly,253098.67,83799.87,0.33109564
monash_m1_yearly,7658.6665,3959.0898,0.51694244
monash_m1_yearly,344405.34,206179.75,0.5986543
monash_m1_yearly,22.875,12.604135,0.5510004
monash_m1_yearly,2549.3333,2258.962,0.8860991
monash_m1_yearly,19370.666,10032.171,0.5179053
monash_m1_yearly,413.33334,357.44083,0.8647762
monash_m1_yearly,68309.336,23195.357,0.3395635
monash_m1_yearly,2357.3333,1878.1387,0.79672176
monash_m1_yearly,21.479166,13.704406,0.6380325
monash_m1_yearly,0.1015625,0.23843996,2.3477166
monash_m1_yearly,81.09375,38.437992,0.4739945
monash_m1_yearly,9164117.0,4743785.0,0.5176478
monash_m1_yearly,2921.3333,814.168,0.27869743
monash_m1_yearly,261.33334,194.89836,0.7457845
monash_m1_yearly,43.833332,30.592745,0.6979334
monash_m1_yearly,1520.0,1816.772,1.1952447
monash_m1_yearly,2144.0,1426.3468,0.66527367
monash_m1_yearly,48.875,27.417364,0.5609691
monash_m1_yearly,4021.3333,3669.083,0.9124046
monash_m1_yearly,8789.333,4995.906,0.56840557
monash_m1_yearly,242.66667,102.70361,0.42322916
monash_m1_yearly,2474.6667,2023.1582,0.81754774
monash_m1_yearly,23189.334,12256.628,0.5285459
monash_m1_yearly,608085.3,255514.36,0.42019492
monash_m1_yearly,3925.3333,3300.8337,0.84090537
monash_m1_yearly,601.3333,94.17965,0.15661804
monash_m1_yearly,80725.336,55411.676,0.68642235
monash_m1_yearly,35893.332,14946.274,0.4164081
monash_m1_yearly,4138.6665,4023.6438,0.9722078
monash_m1_yearly,26176.0,9267.536,0.35404706
monash_m1_yearly,2970.6667,636.1055,0.21412888
monash_m1_yearly,825.6667,201.55751,0.24411486
monash_m1_yearly,9284267.0,5513871.5,0.5938941
monash_m1_yearly,126.833336,92.05303,0.7257795
monash_m1_yearly,419.33334,198.17195,0.47258812
monash_m1_yearly,6480.3335,386.8981,0.059703425
monash_m1_yearly,2293.3333,243.976,0.10638489
monash_m1_yearly,88.25,48.49509,0.5495194
monash_m1_yearly,36.833332,33.858498,0.9192353
monash_m1_yearly,4.4895835,3.5260823,0.78539187
monash_m1_yearly,1826.6666,959.53143,0.52529097
monash_m1_yearly,39424.0,22870.021,0.58010405
monash_m1_yearly,60.239582,18.10535,0.3005557
monash_m1_yearly,3462.6667,1321.269,0.38157558
monash_m1_yearly,66.916664,38.363445,0.5733018
monash_m1_yearly,4.0,2.10281,0.5257025
monash_m1_yearly,4.1822915,2.157459,0.5158557
monash_m1_yearly,1.8463541,0.8965338,0.4855698
monash_m1_yearly,83.833336,66.99032,0.79908925
monash_m1_yearly,42.5,26.678125,0.6277206
monash_m1_yearly,20.333334,46.083828,2.2664177
monash_m1_yearly,33.583332,18.808805,0.5600637
monash_m1_yearly,42.5,25.816711,0.60745203
monash_m1_yearly,46.25,25.016014,0.5408868
monash_m1_yearly,80170.664,27789.88,0.34663403
monash_m1_yearly,13258.583,3545.129,0.2673837
monash_m1_yearly,137216.0,148289.39,1.0807004
monash_m1_yearly,409.33334,182.95287,0.44695324
monash_m1_yearly,294.0,250.20306,0.8510308
monash_m1_yearly,1.84375,1.588384,0.86149645
monash_m1_yearly,29.333334,43.163662,1.4714885
monash_m1_yearly,7.5416665,5.865045,0.7776855
monash_m1_yearly,2.1875,2.1171067,0.96782017
monash_m1_yearly,1.7083334,2.1957073,1.285292
monash_m1_yearly,1.4583334,1.396259,0.95743465
monash_m1_yearly,15.583333,9.996334,0.641476
monash_m1_yearly,15.291667,8.133803,0.53191084
monash_m1_yearly,7.7395835,3.8049414,0.49162096
monash_m1_yearly,13.708333,12.258504,0.8942374
monash_m1_yearly,24.75,16.528448,0.6678161
monash_m1_yearly,8000.0,9615.918,1.2019898
monash_m1_yearly,20416.0,10903.402,0.5340616
monash_m1_yearly,22101.334,20534.14,0.92909056
monash_m1_yearly,17258.666,9239.64,0.5353623
monash_m1_yearly,11294037.0,5725514.0,0.5069502
monash_m1_yearly,1525.3334,753.4982,0.4939892
monash_m1_yearly,825.3333,811.6812,0.9834587
monash_m1_yearly,973.3333,613.1681,0.6299672
monash_m1_yearly,638.6667,224.09904,0.35088575
monash_m1_yearly,1006.6667,855.0947,0.8494318
monash_m1_yearly,576.0,339.9698,0.59022534
monash_m1_yearly,384.0,215.82227,0.56203717
monash_m1_yearly,1212.0,505.1039,0.4167524
monash_m1_yearly,109.0,88.61259,0.8129595
monash_m1_yearly,213.33333,153.16963,0.71798265
monash_m1_yearly,95.333336,76.13803,0.7986507
monash_m1_yearly,2360.0,1338.9161,0.56733733
monash_m1_yearly,2.1666667,2.297753,1.0605013
monash_m1_yearly,2.3125,2.5252736,1.0920101
monash_m1_yearly,58368.0,63115.55,1.0813383
monash_m1_yearly,214357.33,274662.1,1.2813282
monash_m1_yearly,386.0,204.86444,0.5307369
monash_m1_yearly,118.666664,120.43927,1.0149376
monash_m1_yearly,44714.668,56874.137,1.2719346
monash_m1_yearly,53589.332,36500.812,0.6811209
monash_m1_yearly,965.3333,1538.7716,1.5940315
monash_m1_yearly,768.6667,360.63437,0.46916872
monash_m3_monthly,4829.778,2717.4912,0.5626535
monash_m3_monthly,2523.889,527.5741,0.20903222
monash_m3_monthly,7637.3335,2908.6067,0.3808406
monash_m3_monthly,5319.1113,1915.2192,0.36006376
monash_m3_monthly,2979.111,1802.6562,0.6050987
monash_m3_monthly,3948.4443,1550.745,0.39274836
monash_m3_monthly,7774.222,3663.7122,0.47126415
monash_m3_monthly,1343.1111,1002.255,0.746219
monash_m3_monthly,2526.2222,1688.024,0.66820097
monash_m3_monthly,1929.7778,1224.2365,0.63439244
monash_m3_monthly,1194.6666,782.58026,0.6550616
monash_m3_monthly,4133.3335,1992.1406,0.48196948
monash_m3_monthly,2770.6667,1417.8499,0.511736
monash_m3_monthly,2305.7778,863.64124,0.37455526
monash_m3_monthly,3601.5693,1347.1664,0.3740498
monash_m3_monthly,2096.0,1170.4022,0.558398
monash_m3_monthly,5378.222,4250.8325,0.79037875
monash_m3_monthly,3011.5557,1196.458,0.39728904
monash_m3_monthly,4224.4443,2342.336,0.55447197
monash_m3_monthly,2141.7778,757.9382,0.35388273
monash_m3_monthly,1310.5555,529.4,0.40395084
monash_m3_monthly,1288.2222,873.40765,0.6779946
monash_m3_monthly,658.6667,551.36084,0.83708626
monash_m3_monthly,1542.0,849.57196,0.5509546
monash_m3_monthly,3933.7778,1616.0381,0.4108107
monash_m3_monthly,956.44446,697.8712,0.7296516
monash_m3_monthly,372.44446,357.4115,0.95963705
monash_m3_monthly,6548.4443,1437.6359,0.21953854
monash_m3_monthly,3259.5557,1159.6636,0.3557735
monash_m3_monthly,4029.3333,1032.0085,0.2561239
monash_m3_monthly,5148.4443,1232.2698,0.23934798
monash_m3_monthly,320.0,404.1777,1.2630553
monash_m3_monthly,778.6667,483.9209,0.6214737
monash_m3_monthly,448.8889,458.5523,1.0215274
monash_m3_monthly,1171.5555,1170.9474,0.9994809
monash_m3_monthly,541.3333,529.8554,0.97879696
monash_m3_monthly,1907.5555,1365.2484,0.7157057
monash_m3_monthly,1107.5555,780.52313,0.7047259
monash_m3_monthly,2725.3333,1140.5093,0.41848433
monash_m3_monthly,2014.2222,1828.6172,0.90785277
monash_m3_monthly,2096.0,1750.9385,0.83537143
monash_m3_monthly,2149.0557,1288.9451,0.59977275
monash_m3_monthly,2417.7778,2126.7222,0.8796185
monash_m3_monthly,453.33334,437.38516,0.9648202
monash_m3_monthly,2503.111,1541.3224,0.61576265
monash_m3_monthly,608.0,509.39893,0.8378272
monash_m3_monthly,299.55554,335.03186,1.1184299
monash_m3_monthly,1040.0,672.2919,0.6464345
monash_m3_monthly,2153.111,755.5723,0.3509212
monash_m3_monthly,3221.3333,1745.3235,0.5418016
monash_m3_monthly,2814.2222,1852.2335,0.6581689
monash_m3_monthly,3532.889,1143.9774,0.32380792
monash_m3_monthly,1721.7778,3585.1082,2.082213
monash_m3_monthly,1354.6666,1112.8711,0.8215092
monash_m3_monthly,1401.7778,777.06714,0.554344
monash_m3_monthly,2087.5557,1478.3273,0.70816183
monash_m3_monthly,545.7778,521.7483,0.955972
monash_m3_monthly,158.22223,280.13196,1.7704968
monash_m3_monthly,272.0,294.0277,1.0809842
monash_m3_monthly,472.8889,644.53705,1.3629777
monash_m3_monthly,1376.0,1214.0662,0.8823155
monash_m3_monthly,734.2222,1032.3711,1.4060744
monash_m3_monthly,188.44444,338.397,1.7957388
monash_m3_monthly,284.44446,285.6327,1.0041773
monash_m3_monthly,341.33334,414.11633,1.2132314
monash_m3_monthly,609.7778,513.0498,0.8413718
monash_m3_monthly,165.33333,298.807,1.8073004
monash_m3_monthly,1873.7778,1721.8538,0.918921
monash_m3_monthly,506.66666,648.91547,1.2807542
monash_m3_monthly,588.44446,489.57248,0.83197737
monash_m3_monthly,881.7778,1436.599,1.6292075
monash_m3_monthly,561.7778,459.95084,0.8187416
monash_m3_monthly,1305.7778,1307.0862,1.001002
monash_m3_monthly,2181.3333,1484.9141,0.6807369
monash_m3_monthly,510.22223,565.51544,1.1083709
monash_m3_monthly,1050.6666,787.1754,0.7492152
monash_m3_monthly,3123.5557,1355.1111,0.43383607
monash_m3_monthly,487.1111,938.177,1.926002
monash_m3_monthly,585.7778,808.4466,1.380125
monash_m3_monthly,3339.111,2342.7273,0.7016021
monash_m3_monthly,348.44446,485.57336,1.393546
monash_m3_monthly,1283.5555,1050.8698,0.8187178
monash_m3_monthly,718.2222,678.2998,0.9444149
monash_m3_monthly,10528.0,2576.7646,0.24475348
monash_m3_monthly,2416.0,2227.9182,0.92215157
monash_m3_monthly,1948.4445,1220.651,0.6264746
monash_m3_monthly,1783.1111,1286.3765,0.7214225
monash_m3_monthly,2979.5557,2133.917,0.71618634
monash_m3_monthly,136.88889,147.32468,1.0762355
monash_m3_monthly,428.44446,519.3282,1.2121248
monash_m3_monthly,177.77777,454.4744,2.5564187
monash_m3_monthly,213.33333,337.84402,1.5836439
monash_m3_monthly,81.77778,139.04405,1.700267
monash_m3_monthly,1808.0,1718.8309,0.95068085
monash_m3_monthly,2128.0,1797.985,0.8449178
monash_m3_monthly,984.0,1479.7909,1.5038525
monash_m3_monthly,2144.4443,1553.5376,0.7244476
monash_m3_monthly,2272.0,1578.7053,0.6948527
monash_m3_monthly,446.22223,378.6359,0.8485366
monash_m3_monthly,149.55556,290.64258,1.9433753
monash_m3_quarterly,884.0,390.0251,0.44120485
monash_m3_quarterly,1828.0,1427.777,0.7810596
monash_m3_quarterly,1340.0,980.24634,0.7315271
monash_m3_quarterly,2444.0,1097.4846,0.44905263
monash_m3_quarterly,4928.0,1680.9049,0.3410927
monash_m3_quarterly,920.0,793.40857,0.8624006
monash_m3_quarterly,1380.0,1635.1151,1.1848661
monash_m3_quarterly,1282.0,661.34406,0.515869
monash_m3_quarterly,724.0,1034.6703,1.4291027
monash_m3_quarterly,548.0,555.9471,1.0145019
monash_m3_quarterly,2036.0,1375.7827,0.67572826
monash_m3_quarterly,3536.0,1862.4503,0.52671105
monash_m3_quarterly,1892.0,1437.4823,0.75976866
monash_m3_quarterly,1080.0,824.52277,0.763447
monash_m3_quarterly,604.0,887.9206,1.4700673
monash_m3_quarterly,680.0,528.2341,0.7768148
monash_m3_quarterly,3314.0,1954.59,0.5897978
monash_m3_quarterly,1764.0,1441.489,0.8171706
monash_m3_quarterly,892.0,745.1036,0.8353179
monash_m3_quarterly,6792.0,1754.1211,0.2582628
monash_m3_quarterly,1340.0,940.30054,0.70171684
monash_m3_quarterly,3264.0,2180.6934,0.6681046
monash_m3_quarterly,1714.0,942.3096,0.5497722
monash_m3_quarterly,1714.0,1127.8035,0.65799505
monash_m3_quarterly,1406.0,1134.4631,0.8068728
monash_m3_quarterly,5614.0,1650.7639,0.29404417
monash_m3_quarterly,1088.0,772.47577,0.7099961
monash_m3_quarterly,664.0,552.7274,0.8324208
monash_m3_quarterly,152.0,165.68677,1.0900445
monash_m3_quarterly,3113.5,1068.6318,0.34322527
monash_m3_quarterly,988.0,678.8469,0.687092
monash_m3_quarterly,2204.0,1227.1389,0.5567781
monash_m3_quarterly,3552.0,2303.13,0.6484037
monash_m3_quarterly,1276.0,908.08356,0.71166426
monash_m3_quarterly,2700.0,1136.975,0.42110184
monash_m3_quarterly,1216.0,574.90326,0.47278228
monash_m3_quarterly,884.0,1147.951,1.2985872
monash_m3_quarterly,1240.0,1562.2988,1.2599185
monash_m3_quarterly,544.0,455.06818,0.8365224
monash_m3_quarterly,508.0,439.242,0.8646496
monash_m3_quarterly,156.0,282.62378,1.8116909
monash_m3_quarterly,648.0,442.82422,0.6833707
monash_m3_quarterly,112.0,99.36798,0.8872141
monash_m3_quarterly,576.0,639.37506,1.1100261
monash_m3_quarterly,696.0,595.2828,0.85529137
monash_m3_quarterly,1188.0,996.1117,0.83847785
monash_m3_quarterly,1908.0,1699.3923,0.89066684
monash_m3_quarterly,380.0,493.86584,1.299647
monash_m3_quarterly,1944.0,1376.5529,0.7081033
monash_m3_quarterly,1240.0,794.3404,0.6405971
monash_m3_quarterly,1288.0,820.33826,0.6369086
monash_m3_quarterly,164.0,251.60034,1.5341485
monash_m3_quarterly,2408.0,927.6183,0.38522354
monash_m3_quarterly,1320.0,979.4269,0.7419901
monash_m3_quarterly,2968.0,1409.2555,0.47481653
monash_m3_quarterly,2244.0,1903.6553,0.8483312
monash_m3_quarterly,1624.0,1029.9788,0.6342234
monash_m3_quarterly,480.0,661.97,1.3791041
monash_m3_quarterly,444.0,497.77008,1.1211038
monash_m3_quarterly,288.0,815.512,2.831639
monash_m3_quarterly,176.0,182.8995,1.0392017
monash_m3_quarterly,716.0,561.1215,0.78368926
monash_m3_quarterly,464.0,385.2881,0.83036226
monash_m3_quarterly,2572.0,1295.9463,0.50386715
monash_m3_quarterly,1636.0,1030.7249,0.6300274
monash_m3_quarterly,1316.0,916.68665,0.6965704
monash_m3_quarterly,676.0,932.8745,1.3799919
monash_m3_quarterly,1010.0,659.8879,0.65335435
monash_m3_quarterly,812.0,704.33435,0.86740685
monash_m3_quarterly,492.0,619.38257,1.2589077
monash_m3_quarterly,926.0,779.5059,0.841799
monash_m3_quarterly,500.0,538.64435,1.0772887
monash_m3_quarterly,748.0,1363.5227,1.8228914
monash_m3_quarterly,820.0,500.9229,0.6108816
monash_m3_quarterly,204.0,203.677,0.99841666
monash_m3_quarterly,904.0,952.09784,1.0532056
monash_m3_quarterly,844.0,719.7461,0.85277975
monash_m3_quarterly,312.0,466.95892,1.4966632
monash_m3_quarterly,476.0,369.77832,0.7768452
monash_m3_quarterly,1826.0,879.8617,0.48185197
monash_m3_quarterly,1528.0,1938.1987,1.2684547
monash_m3_quarterly,1708.0,1861.4412,1.0898367
monash_m3_quarterly,841.0,402.77844,0.478928
monash_m3_quarterly,4314.0,2058.886,0.47725683
monash_m3_quarterly,1540.0,1618.1841,1.0507689
monash_m3_quarterly,1450.0,1239.222,0.8546359
monash_m3_quarterly,860.0,572.91364,0.66617864
monash_m3_quarterly,1400.0,1187.9181,0.84851295
monash_m3_quarterly,4332.0,2889.4475,0.66700083
monash_m3_quarterly,1882.0,2227.3123,1.1834816
monash_m3_quarterly,1052.0,1048.21,0.9963973
monash_m3_quarterly,1720.0,2258.371,1.3130064
monash_m3_quarterly,192.0,140.09918,0.7296832
monash_m3_quarterly,528.0,478.77643,0.90677357
monash_m3_quarterly,140.0,227.04388,1.621742
monash_m3_quarterly,604.0,701.5381,1.1614869
monash_m3_quarterly,3108.0,1887.3671,0.60726094
monash_m3_quarterly,3860.0,2196.5518,0.56905484
monash_m3_quarterly,336.0,575.41077,1.712532
monash_m3_quarterly,3891.0,2537.4126,0.6521235
monash_m3_yearly,2421.3333,1987.4896,0.8208245
monash_m3_yearly,3557.3333,1747.8109,0.49132615
monash_m3_yearly,4709.3335,1459.1302,0.30983797
monash_m3_yearly,10221.333,3271.465,0.32006246
monash_m3_yearly,4179.3335,684.5976,0.16380545
monash_m3_yearly,3121.3333,1139.6094,0.3651034
monash_m3_yearly,4752.0,855.2959,0.1799865
monash_m3_yearly,3437.3333,1425.1105,0.4145977
monash_m3_yearly,6669.3335,2346.9724,0.35190508
monash_m3_yearly,2320.0,1684.2607,0.72597444
monash_m3_yearly,4925.3335,1993.7324,0.40479136
monash_m3_yearly,3269.3333,1742.124,0.53286827
monash_m3_yearly,6034.6665,2618.2095,0.4338615
monash_m3_yearly,4429.3335,1973.8141,0.44562328
monash_m3_yearly,1845.3334,1415.5709,0.7671085
monash_m3_yearly,2357.3333,1105.2401,0.46885186
monash_m3_yearly,3978.6667,2046.0348,0.51425135
monash_m3_yearly,5024.0,2080.2715,0.41406676
monash_m3_yearly,12013.5,1949.6029,0.16228434
monash_m3_yearly,6497.3335,1896.8334,0.29194027
monash_m3_yearly,3586.6667,953.0212,0.26571223
monash_m3_yearly,6641.7085,1284.18,0.19335087
monash_m3_yearly,2649.3333,863.107,0.32578272
monash_m3_yearly,3194.6667,1639.9972,0.5133547
monash_m3_yearly,2480.0,1277.233,0.51501334
monash_m3_yearly,4016.0,1648.165,0.41039968
monash_m3_yearly,3258.6667,1408.486,0.43222767
monash_m3_yearly,5104.0,1138.8619,0.22313125
monash_m3_yearly,3357.3333,1443.1566,0.42985207
monash_m3_yearly,4541.3335,1556.4199,0.3427231
monash_m3_yearly,1533.3334,1110.3623,0.7241493
monash_m3_yearly,3184.0,1430.9657,0.4494239
monash_m3_yearly,960.0,771.4253,0.803568
monash_m3_yearly,4093.3333,1862.5638,0.45502374
monash_m3_yearly,3213.3333,1126.973,0.35071775
monash_m3_yearly,2266.6667,1593.4062,0.7029733
monash_m3_yearly,1845.3334,836.0423,0.4530576
monash_m3_yearly,2858.6667,998.45917,0.34927443
monash_m3_yearly,2058.6667,1362.1772,0.6616793
monash_m3_yearly,1269.3334,765.6087,0.6031581
monash_m3_yearly,1381.3334,904.4538,0.65476865
monash_m3_yearly,1253.3334,1414.3024,1.1284328
monash_m3_yearly,560.0,846.2376,1.5111386
monash_m3_yearly,474.66666,651.5385,1.3726233
monash_m3_yearly,645.3333,669.5468,1.0375209
monash_m3_yearly,2549.3333,1730.316,0.67873275
monash_m3_yearly,3512.0,1698.3662,0.48358947
monash_m3_yearly,1797.3334,1592.0406,0.88577926
monash_m3_yearly,2509.3333,1688.0659,0.67271495
monash_m3_yearly,2642.6667,1380.2871,0.5223084
monash_m3_yearly,2618.6667,1442.3516,0.55079615
monash_m3_yearly,92000.0,14949.804,0.16249786
monash_m3_yearly,4820.0,1672.9492,0.3470849
monash_m3_yearly,3574.6667,1165.3177,0.3259934
monash_m3_yearly,7074.6665,2179.2246,0.30803213
monash_m3_yearly,11337.333,1820.3867,0.16056569
monash_m3_yearly,3762.6667,1481.3561,0.39369845
monash_m3_yearly,1442.6666,1216.3312,0.8431131
monash_m3_yearly,7578.6665,3358.3633,0.4431338
monash_m3_yearly,3002.6667,1830.0513,0.6094753
monash_m3_yearly,80.0,45.776875,0.5722109
monash_m3_yearly,2528.0,1412.7451,0.558839
monash_m3_yearly,6981.3335,2834.9138,0.40607053
monash_m3_yearly,2837.3333,1334.8232,0.47044992
monash_m3_yearly,645.3333,853.24286,1.3221738
monash_m3_yearly,4426.6665,2132.5894,0.48175967
monash_m3_yearly,672.0,821.98737,1.2231954
monash_m3_yearly,1514.6666,705.2912,0.4656412
monash_m3_yearly,1493.3334,1288.5939,0.86289763
monash_m3_yearly,2224.0,1469.5824,0.66078347
monash_m3_yearly,869.3333,590.8047,0.6796066
monash_m3_yearly,1728.0,1013.13495,0.58630496
monash_m3_yearly,1248.0,971.0074,0.7780508
monash_m3_yearly,669.3333,323.82104,0.4837964
monash_m3_yearly,949.3333,1564.6334,1.6481391
monash_m3_yearly,1776.0,1538.9574,0.86653006
monash_m3_yearly,954.6667,1399.2832,1.4657296
monash_m3_yearly,2013.3334,1414.8485,0.7027393
monash_m3_yearly,1285.3334,1059.319,0.8241589
monash_m3_yearly,400.0,518.3096,1.295774
monash_m3_yearly,480.0,534.44,1.1134167
monash_m3_yearly,442.66666,644.25214,1.4553889
monash_m3_yearly,1456.0,2682.3503,1.8422736
monash_m3_yearly,224.0,251.31282,1.1219323
monash_m3_yearly,2197.3333,1628.583,0.74116343
monash_m3_yearly,4112.0,2909.5684,0.70757985
monash_m3_yearly,1728.0,1549.1898,0.89652187
monash_m3_yearly,1221.3334,1182.9761,0.9685939
monash_m3_yearly,2528.0,1417.5917,0.5607562
monash_m3_yearly,4744.0,2111.2454,0.44503486
monash_m3_yearly,1062.6666,2074.1675,1.9518515
monash_m3_yearly,1424.0,1268.6288,0.890891
monash_m3_yearly,2272.0,1195.6912,0.52627254
monash_m3_yearly,1834.6666,1361.6553,0.7421813
monash_m3_yearly,1434.6666,1102.4108,0.768409
monash_m3_yearly,1128.0,603.76874,0.53525597
monash_m3_yearly,2418.6667,1229.5802,0.50837106
monash_m3_yearly,2000.0,1079.9437,0.5399719
monash_m3_yearly,2325.3333,1337.8456,0.57533497
monash_m3_yearly,3258.6667,1732.9515,0.5317977
m4_quarterly,972.0,868.6311,0.8936534
m4_quarterly,1816.0,1495.9937,0.82378507
m4_quarterly,992.0,1320.8965,1.3315489
m4_quarterly,284.0,270.2113,0.95144826
m4_quarterly,1772.0,849.7471,0.47954124
m4_quarterly,618.0,500.91803,0.810547
m4_quarterly,500.0,593.837,1.1876739
m4_quarterly,244.0,189.95532,0.77850544
m4_quarterly,5338.0,1150.6614,0.21556039
m4_quarterly,4344.0,1920.8926,0.44219443
m4_quarterly,1344.0,892.24194,0.6638705
m4_quarterly,3640.0,2224.3147,0.61107546
m4_quarterly,948.0,655.8761,0.69185245
m4_quarterly,624.0,667.6332,1.069925
m4_quarterly,610.0,464.71112,0.7618215
m4_quarterly,816.0,672.6915,0.8243769
m4_quarterly,2486.0,1024.3286,0.41203886
m4_quarterly,320.0,249.59015,0.7799692
m4_quarterly,1106.0,481.68655,0.4355213
m4_quarterly,280.0,111.718506,0.39899465
m4_quarterly,584.0,560.5277,0.9598077
m4_quarterly,684.0,538.212,0.78685963
m4_quarterly,520.0,370.79645,0.7130701
m4_quarterly,12460.0,1384.8412,0.111142956
m4_quarterly,424.0,553.4092,1.3052104
m4_quarterly,480.0,315.3576,0.656995
m4_quarterly,1240.0,1156.601,0.9327427
m4_quarterly,474.0,650.14136,1.3716062
m4_quarterly,350.0,336.39023,0.96111494
m4_quarterly,949.0,680.10596,0.7166554
m4_quarterly,1552.0,827.397,0.5331166
m4_quarterly,473.0,495.66736,1.0479225
m4_quarterly,90.0,122.88321,1.365369
m4_quarterly,1232.0,2023.204,1.6422111
m4_quarterly,749.0,532.27673,0.71064985
m4_quarterly,18184.0,4016.1062,0.22085933
m4_quarterly,10636.0,3749.376,0.3525175
m4_quarterly,1033.0,785.8146,0.76071113
m4_quarterly,105.0,48.29828,0.45998362
m4_quarterly,1710.0,1265.0084,0.739771
m4_quarterly,5472.0,3560.9915,0.65076596
m4_quarterly,132.0,106.21622,0.8046683
m4_quarterly,1491.125,431.78577,0.28957048
m4_quarterly,634.0,497.6525,0.78494084
m4_quarterly,1139.0,570.5574,0.50092834
m4_quarterly,1840.0,1895.5789,1.0302058
m4_quarterly,636.0,715.7762,1.1254343
m4_quarterly,4468.0,1878.5417,0.42044353
m4_quarterly,404.0,349.93506,0.8661759
m4_quarterly,712.0,603.6466,0.84781826
m4_quarterly,4864.0,2607.2246,0.5360248
m4_quarterly,1274.0,690.75775,0.54219604
m4_quarterly,1684.0,1815.0186,1.077802
m4_quarterly,870.0,805.8643,0.9262808
m4_quarterly,452.0,405.40118,0.8969053
m4_quarterly,332.0,228.6549,0.6887196
m4_quarterly,174.0,148.19843,0.8517151
m4_quarterly,146.0,107.08627,0.73346764
m4_quarterly,83.0,97.113464,1.1700417
m4_quarterly,154.0,151.66733,0.9848528
m4_quarterly,3636.0,1932.3441,0.53144777
m4_quarterly,872.0,621.1516,0.7123298
m4_quarterly,530.0,384.81567,0.7260673
m4_quarterly,426.0,464.0096,1.0892245
m4_quarterly,856.0,631.16656,0.73734415
m4_quarterly,1913.25,575.8619,0.30098623
m4_quarterly,4176.0,1289.7013,0.30883652
m4_quarterly,464.0,294.59253,0.6348977
m4_quarterly,832.0,582.7344,0.7004019
m4_quarterly,2391.0,915.795,0.38301757
m4_quarterly,4352.0,2324.9834,0.53423333
m4_quarterly,505.0,403.1816,0.7983794
m4_quarterly,2992.0,2163.8242,0.7232033
m4_quarterly,604.0,410.07928,0.6789392
m4_quarterly,4618.0,1538.2932,0.3331081
m4_quarterly,2516.0,1458.6296,0.57974154
m4_quarterly,148.0,132.2873,0.89383304
m4_quarterly,1062.0,424.52124,0.3997375
m4_quarterly,316.0,211.28363,0.6686191
m4_quarterly,8184.0,2800.185,0.3421536
m4_quarterly,1198.0,735.17676,0.6136701
m4_quarterly,2074.5,1418.1982,0.68363374
m4_quarterly,555.0,486.21948,0.87607116
m4_quarterly,330.0,425.40237,1.2890981
m4_quarterly,648.0,398.79126,0.6154186
m4_quarterly,440.0,191.67828,0.43563247
m4_quarterly,522.0,475.32303,0.9105805
m4_quarterly,773.0,646.2712,0.8360559
m4_quarterly,1104.0,974.7622,0.8829368
m4_quarterly,1060.0,766.81036,0.723406
m4_quarterly,1136.0,1218.5013,1.0726244
m4_quarterly,1944.0,1402.326,0.72136116
m4_quarterly,1578.25,1290.5137,0.8176865
m4_quarterly,2661.0,1063.8867,0.3998071
m4_quarterly,576.0,552.4937,0.9591905
m4_quarterly,2613.8125,1262.4546,0.48299354
m4_quarterly,688.0,507.2923,0.73734343
m4_quarterly,395.0,290.7754,0.73614025
m4_quarterly,4184.0,2812.4673,0.6721958
m4_quarterly,1452.0,1234.1268,0.8499496
m4_yearly,1349.3334,1352.7355,1.0025213
m4_yearly,720.0,703.3638,0.97689414
m4_yearly,245.33333,136.42334,0.5560734
m4_yearly,48.0,80.114624,1.6690546
m4_yearly,5847.8335,2106.6045,0.36023673
m4_yearly,149.33333,131.19954,0.87856835
m4_yearly,270.66666,543.2009,2.0069
m4_yearly,2005.3334,1665.291,0.830431
m4_yearly,704.0,341.1072,0.4845273
m4_yearly,2741.3333,2112.2139,0.7705061
m4_yearly,2730.6667,2020.8832,0.7400695
m4_yearly,178.66667,67.30139,0.37668687
m4_yearly,566.0,425.99472,0.75264084
m4_yearly,5005.164,2485.1458,0.49651635
m4_yearly,473.33334,567.2342,1.198382
m4_yearly,824.0,583.20135,0.7077686
m4_yearly,2736.0,1958.8242,0.7159445
m4_yearly,1290.6666,1800.3134,1.3948709
m4_yearly,1357.3334,1274.6351,0.939073
m4_yearly,2384.0,1416.42,0.59413594
m4_yearly,1301.3334,987.9017,0.75914574
m4_yearly,1877.3334,1717.5615,0.9148943
m4_yearly,322.66666,227.30928,0.70447093
m4_yearly,557.3333,282.879,0.50755805
m4_yearly,2261.3333,1157.5039,0.5118679
